date,lat,lon,rainfall
2017-02-13,18.875,72.875,0.0
2017-02-13,18.875,73.125,0.0
2017-02-13,19.125,72.625,
2017-02-13,19.125,72.875,0.0
2017-02-13,19.125,73.125,0.0
2017-02-13,19.375,72.625,
2017-02-13,19.375,72.875,0.0
2017-02-13,19.375,73.125,0.0
2017-02-14,18.875,72.625,
2017-02-14,18.875,72.875,0.0
2017-02-14,18.875,73.125,0.0
2017-02-14,19.125,72.625,
2017-02-14,19.125,72.875,0.0
2017-02-14,19.125,73.125,0.0
2017-02-14,19.375,72.625,
2017-02-14,19.375,72.875,0.0
2017-02-14,19.375,73.125,0.0
2017-02-15,18.875,72.625,
2017-02-15,18.875,72.875,0.0
2017-02-15,18.875,73.125,0.0
2017-02-15,19.125,72.625,
2017-02-15,19.125,72.875,0.0
2017-02-15,19.125,73.125,0.0
2017-02-15,19.375,72.625,
2017-02-15,19.375,72.875,0.0
2017-02-15,19.375,73.125,0.0
2017-02-16,18.875,72.625,
2017-02-16,18.875,72.875,0.0
2017-02-16,18.875,73.125,0.0
2017-02-16,19.125,72.625,
2017-02-16,19.125,72.875,0.0
2017-02-16,19.125,73.125,0.0
2017-02-16,19.375,72.625,
2017-02-16,19.375,72.875,0.0
2017-02-16,19.375,73.125,0.0
2017-02-17,18.875,72.625,
2017-02-17,18.875,72.875,0.0
2017-02-17,18.875,73.125,0.0
2017-02-17,19.125,72.625,
2017-02-17,19.125,72.875,0.0
2017-02-17,19.125,73.125,0.0
2017-02-17,19.375,72.625,
2017-02-17,19.375,72.875,0.0
2017-02-17,19.375,73.125,0.0
2017-02-18,18.875,72.625,
2017-02-18,18.875,72.875,0.0
2017-02-18,18.875,73.125,0.0
2017-02-18,19.125,72.625,
2017-02-18,19.125,72.875,0.0
2017-02-18,19.125,73.125,0.0
2017-02-18,19.375,72.625,
2017-02-18,19.375,72.875,0.0
2017-02-18,19.375,73.125,0.0
2017-02-19,18.875,72.625,
2017-02-19,18.875,72.875,0.0
2017-02-19,18.875,73.125,0.0
2017-02-19,19.125,72.625,
2017-02-19,19.125,72.875,0.0
2017-02-19,19.125,73.125,0.0
2017-02-19,19.375,72.625,
2017-02-19,19.375,72.875,0.0
2017-02-19,19.375,73.125,0.0
2017-02-20,18.875,72.625,
2017-02-20,18.875,72.875,0.0
2017-02-20,18.875,73.125,0.0
2017-02-20,19.125,72.625,
2017-02-20,19.125,72.875,0.0
2017-02-20,19.125,73.125,0.0
2017-02-20,19.375,72.625,
2017-02-20,19.375,72.875,0.0
2017-02-20,19.375,73.125,0.0
2017-02-21,18.875,72.625,
2017-02-21,18.875,72.875,0.0
2017-02-21,18.875,73.125,0.0
2017-02-21,19.125,72.625,
2017-02-21,19.125,72.875,0.0
2017-02-21,19.125,73.125,0.0
2017-02-21,19.375,72.625,
